BaseBeh,BarBeh,WorkBeh,LightBeh,HeavyBeh,RangedBeh,Fit01,Fit02,Fit03,Fit04,Fit05,Fit06,Fit07,Fit08,Fit09,Fit10,Fit11,Fit12,Fit13,Fit14,FitTot
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSHP,CLOSESTDIRECT,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,200.0,0.0,-650.0,-630.0,20.0,60.0,-2720.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSHP,WAIT,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,220.0,0.0,-650.0,-630.0,20.0,60.0,-2700.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSHP,CLOSBUIL,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,80.0,0.0,-650.0,-670.0,20.0,60.0,-2880.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSPERCHP,LESSHP,-150.0,10.0,-290.0,-150.0,80.0,-280.0,0.0,-980.0,150.0,0.0,-650.0,-630.0,20.0,60.0,-2810.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSPERCHP,LESSPERCHP,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,300.0,0.0,-650.0,-630.0,20.0,60.0,-2620.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSPERCHP,CLOSEST,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,400.0,0.0,-650.0,-630.0,20.0,60.0,-2520.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSPERCHP,CLOSESTDIRECT,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,410.0,0.0,-650.0,-630.0,20.0,60.0,-2510.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSPERCHP,WAIT,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,500.0,0.0,-650.0,-630.0,20.0,60.0,-2410.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSPERCHP,CLOSBUIL,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,120.0,0.0,-650.0,-630.0,20.0,60.0,-2800.0
ONEWORKER,LIGHT,HARVESTER,WAIT,CLOSEST,LESSHP,-150.0,10.0,-290.0,-150.0,80.0,-280.0,0.0,-980.0,500.0,0.0,-650.0,-630.0,20.0,60.0,-2460.0
ONEWORKER,LIGHT,HARVESTER,WAIT,CLOSEST,LESSPERCHP,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,220.0,0.0,-650.0,-630.0,20.0,60.0,-2700.0
ONEWORKER,LIGHT,HARVESTER,WAIT,CLOSEST,CLOSEST,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,530.0,0.0,-650.0,-670.0,20.0,60.0,-2420.0
ONEWORKER,LIGHT,HARVESTER,WAIT,CLOSEST,CLOSESTDIRECT,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,440.0,0.0,-650.0,-590.0,20.0,60.0,-2430.0
ONEWORKER,LIGHT,HARVESTER,WAIT,CLOSEST,WAIT,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,410.0,0.0,-650.0,-630.0,20.0,60.0,-2500.0
ONEWORKER,LIGHT,HARVESTER,WAIT,CLOSEST,CLOSBUIL,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,20.0,0.0,-650.0,-630.0,20.0,60.0,-2890.0
ONEWORKER,LIGHT,HARVESTER,WAIT,WAIT,LESSHP,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,240.0,0.0,-650.0,-630.0,20.0,60.0,-2680.0
ONEWORKER,LIGHT,HARVESTER,WAIT,WAIT,LESSPERCHP,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,550.0,0.0,-650.0,-630.0,20.0,60.0,-2360.0
ONEWORKER,LIGHT,HARVESTER,WAIT,WAIT,CLOSEST,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,420.0,0.0,-650.0,-630.0,20.0,60.0,-2490.0
ONEWORKER,LIGHT,HARVESTER,WAIT,WAIT,CLOSESTDIRECT,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,490.0,0.0,-650.0,-630.0,20.0,60.0,-2430.0
ONEWORKER,LIGHT,HARVESTER,WAIT,WAIT,WAIT,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,310.0,0.0,-650.0,-630.0,20.0,60.0,-2600.0
ONEWORKER,LIGHT,HARVESTER,WAIT,WAIT,CLOSBUIL,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,260.0,0.0,-650.0,-630.0,20.0,60.0,-2650.0
ONEWORKER,LIGHT,HARVESTER,WAIT,CLOSBUIL,LESSHP,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,310.0,0.0,-650.0,-630.0,20.0,60.0,-2610.0
